freq,length,fragment
1,4,S.2*NP:SBJ*MD:HD*ADVP:ADJ + definitely + RB:HD*definitely + ADVP:ADJ*RB:HD + attach
1,7,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBD:HD*VP:COMP + wasn't + VBD:HD*wasn't + S.2*NP:SBJ*VBD:HD*VP:COMP + looking
1,7,NN:HD*list + NP:COMP*DTP:SPR*NN:HD + VP:COMP*VB:HD*NP:COMP + S*VBP:HD*NP:SBJ*VP:COMP + TOP.1*S*CNJ + or + CC*or + CNJ*CC_1
1,12,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*MD:HD*VP:COMP + will + MD:HD*will + S.2*NP:SBJ*MD:HD*VP:COMP + make + VB:HD*make + VP:COMP.1*VB:HD*NP:COMP*ADVP:ADJ + reservations + NNS:HD*reservations + NP:COMP*NNS:HD_1
1,8,S.4*ADVP:ADJ*NP:SBJ*MD:HD*ADVP:ADJ*VP:COMP + be + VB:HD*be + VP:COMP.1*VB:HD*AP:COMP + good + JJ:HD*good + AP:COMP*JJ:HD + VP:COMP*VB:HD*AP:COMP + attach
1,8,Friday + NP:HD*Friday + NP:SBJ.1*NP:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + ninth
1,4,RB:HD*late + ADVP*DGP:SPR*RB:HD + TOP.1*ADVP*UH + yeah + UH*yeah_1
1,6,know + VB:HD*know + VP:COMP*VB:HD + VP:COMP*TO:HD*VP:COMP + VP:COMP*VB:HD*VP:COMP + S*NP:SBJ*MD:HD*VP:COMP + TOP*S*CMP-WH_1
1,15,let + VBP:HD*let + S.1*VBP:HD*NP:COMP*VP:COMP + us + PP:HD*us + NP:COMP*PP:HD + S.2*VBP:HD*NP:COMP*VP:COMP + do + VB:HD*do + VP:COMP.1*VB:HD*NP:COMP + a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*AP:ADJ*NN:HD + late
1,10,a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + DGP:SPR.1*DTP:SPR*DG:HD + little + JJ*little + DG:HD*JJ + DGP:SPR*DTP:SPR*DG:HD + AP:COMP.1*DGP:SPR*JJ:HD + tiresome
1,5,S.2*NP:FLQ*VBZ:HD*NP:SBJ + this + DT*this + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + attach
1,4,calendar + NN:HD*calendar + NP:COMP*NP:SPR*NN:HD + VP:COMP.2*V-PRP:HD*NP:COMP*AP:ADJ + wrong
1,5,VP:COMP.1*VB:HD*AP:ADJ + great + JJ:HD*great + AP:ADJ*JJ:HD + VP:COMP*VB:HD*AP:ADJ + attach
1,10,NP:COMP.2*DTP:SPR*NN:HD*PP:ADJ + after + IN:HD*after + PP:ADJ.1*IN:HD*NP:COMP + that + DT*that + PR-DM:HD*DT + NP:COMP*PR-DM:HD + PP:ADJ*IN:HD*NP:COMP + NP:COMP*DTP:SPR*NN:HD*PP:ADJ + attach
1,7,should + MD:HD*should + S.2*NP:SBJ*MD:HD*ADVP:ADJ*VP:COMP + probably + RB:HD*probably + ADVP:ADJ*RB:HD + S.3*NP:SBJ*MD:HD*ADVP:ADJ*VP:COMP + be
1,8,START.1 + or + CC*or + CNJ*CC + NP.1*CNJ*NP + evening + NN:HD*evening + NP*NN:HD + attach
1,6,to + TO:HD*to + VP:COMP.1*TO:HD*VP:COMP + be + VB:HD*be + VP:COMP.1*VB:HD*AP:COMP + bigger
1,8,okay + UH*okay + TOP.1*UH*NP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*ONUM:HD + seventeenth
1,13,would + MD:HD*would + S.1*MD:HD*NP:SBJ*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.2*MD:HD*NP:SBJ*VP:COMP + rather + VB:HD*rather + VP:COMP.1*VB:HD*VP:COMP + leave + VB:HD*leave + VP:COMP.1*VB:HD*NP:ADJ + Tuesday
1,5,"NN*hotel + N:HD.1*NN*,:PAR*NNS:HD + , + ,:PAR*, + N:HD.2*NN*,:PAR*NNS:HD + accommodations"
1,8,well + UH*well + TOP.1*UH*S + how + WRB*how + DG-WH:HD*WRB + DGP:SPR*DG-WH:HD + AP:FLQ.1*DGP:SPR*JJ:HD + much
1,7,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*MD:HD*VP:COMP + will + MD:HD*will + S.2*NP:SBJ*MD:HD*VP:COMP + go
1,5,a + DT*a + DT-ART:HD*DT + DTP*DT-ART:HD + TOP.1*DTP*S + a
1,9,you + PP:HD*you + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*NP:COMP*PP:ADJ + have + VBP:HD*have + S.2*NP:SBJ*VBP:HD*NP:COMP*PP:ADJ + nothing + NN:HD*nothing + NP:COMP*NN:HD*PP:ADJ_1
1,5,running + VBG*running + V-PRP:HD*VBG + VP:COMP.1*V-PRP:HD*PP:COMP + out + IN:HD*out_1
1,5,seven + CD*seven + CNUM:HD*CD + NP:SBJ*CNUM:HD + S.1*NP:SBJ*MD:HD*VP:COMP + will
1,11,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*MD:HD*ADVP:ADJ*VP:COMP + will + MD:HD*will + S.2*NP:SBJ*MD:HD*ADVP:ADJ*VP:COMP + just + RB:HD*just + ADVP:ADJ*RB:HD + S.3*NP:SBJ*MD:HD*ADVP:ADJ*VP:COMP + leave
1,4,so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*NP:SBJ*VBZ:HD*AP:COMP + any
1,5,"six + CD*six + CNUM:HD*CD + NP*CNUM:HD + NP.1*NP*,:PAR*NP + ,"
1,4,"NP.3*NP*,:PAR*NP*,:PAR*NP + , + ,:PAR*, + NP.4*NP*,:PAR*NP*,:PAR*NP + ten"
1,8,what + WP*what + PR-WH:HD*WP + NP:SBQ*PR-WH:HD + S.1*NP:SBQ*VBZ:HD*NP:COMP*PP:ADJ + is + VBZ:HD*is + S.2*NP:SBQ*VBZ:HD*NP:COMP*PP:ADJ + a
1,13,PP:ADJ*IN:HD*NP:COMP + NP:SBJ*CNUM:HD*PP:ADJ + S.1*NP:SBJ*MD:HD*VP:COMP + will + MD:HD*will + S.2*NP:SBJ*MD:HD*VP:COMP + be + VB:HD*be + VP:COMP.1*VB:HD*AP:COMP + fine + JJ:HD*fine + AP:COMP*JJ:HD + VP:COMP*VB:HD*AP:COMP + attach
1,4,afternoon + NN:HD*afternoon + NP:ADJ*NN:HD + NP:COMP*NP:HD*NP:ADJ + attach
1,4,VP.1*MD:HD*VP:COMP + do + VB:HD*do + VP:COMP.1*VB:HD*NP:COMP + the
1,4,JJ:HD*fast + AP:ADJ*DGP:SPR*JJ:HD + NP:COMP.2*DTP:SPR*AP:ADJ*NN:HD + train + NN:HD*train_1
1,9,NP:COMP.1*DTP:SPR*N:HD + swimming + NN*swimming + N:HD.1*NN*NN:HD + pool + NN:HD*pool + N:HD*NN*NN:HD + NP:COMP*DTP:SPR*N:HD + VP:COMP*VBN:HD*NP:COMP + attach
1,10,S.3*NP:SBJ*VBZ:HD*ADVP:ADJ*S:COMP + when + WRB*when + PR-WH:HD*WRB + ADVP:ADJ*PR-WH:HD + S:COMP.1*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S:COMP.2*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + will
1,6,would + MD:HD*would + S.2*NP:SBJ*MD:HD*RB:ADJ*VP:COMP + not + RB:ADJ*not + S.3*NP:SBJ*MD:HD*RB:ADJ*VP:COMP + like
1,14,are + VBP:HD*are + S.1*VBP:HD*NP:SBJ*AP:COMP*PP:ADJ + you + PP:HD*you + NP:SBJ*PP:HD + S.2*VBP:HD*NP:SBJ*AP:COMP*PP:ADJ + free + JJ:HD*free + AP:COMP*JJ:HD + S.3*VBP:HD*NP:SBJ*AP:COMP*PP:ADJ + on + IN:HD*on + PP:ADJ.1*IN:HD*NP:COMP + one
1,11,START.1 + so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*VBP:HD*NP:SBJ + am + VBP:HD*am + S.2*ADVP:ADJ*VBP:HD*NP:SBJ + I + PP:HD*I + NP:SBJ*PP:HD + attach
1,12,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP*ADVP:ADJ + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*AP:COMP*ADVP:ADJ + fine + JJ:HD*fine + AP:COMP*JJ:HD + S.3*NP:SBJ*VBZ:HD*AP:COMP*ADVP:ADJ + then
1,4,I + PP:HD*I + NP:SBJ*PP:HD + S:COMP.1*NP:SBJ*VBP:HD*ADVP:ADJ + go
1,5,NP:SBJ*DTP:SPR*NN:HD*PP:COMP + S.2*ADVP:ADJ*NP:SBJ*VBZ:HD*AP:COMP + is + VBZ:HD*is + S.3*ADVP:ADJ*NP:SBJ*VBZ:HD*AP:COMP + busy
1,7,"it + PP:HD*it + NP:SBJ*PP:HD + S.1*NP:SBJ*,:PAR*ADVP:ADJ*VBZ:HD*VP:COMP + , + ,:PAR*, + S.2*NP:SBJ*,:PAR*ADVP:ADJ*VBZ:HD*VP:COMP + certainly"
1,11,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*S:COMP + think + VBP:HD*think + S.2*NP:SBJ*VBP:HD*S:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S:COMP.1*NP:SBJ*MD:HD*VP:COMP + will
1,13,on + IN:HD*on + PP:ADJ.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + thirteenth + JJ*thirteenth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + PP:ADJ*IN:HD*NP:COMP + attach
1,6,do + VBP:HD*do + S.1*VBP:HD*RB:ADJ*NP:SBJ + not + RB:ADJ*not + S.2*VBP:HD*RB:ADJ*NP:SBJ + we
1,7,hours + NNS:HD*hours + NP:COMP.2*CNUM:HD*NNS:HD*ADVP:ADJ + earlier + RBR:HD*earlier + ADVP:ADJ*RBR:HD + NP:COMP*CNUM:HD*NNS:HD*ADVP:ADJ + attach
1,6,oh + UH*oh + TOP.1*UH*UH*UH + okay + UH*okay + TOP.2*UH*UH*UH + okay
1,4,and + CC*and + CNJ*CC + NP.1*CNJ*NP + all
1,14,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*S:COMP + guess + VBP:HD*guess + S.2*NP:SBJ*VBP:HD*S:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S:COMP.1*NP:SBJ*VBP:HD*DTP*VP:COMP + are + VBP:HD*are + S:COMP.2*NP:SBJ*VBP:HD*DTP*VP:COMP + all
1,4,S.3*ADVP:ADJ*NP:SBJ*VBP:HD*AP:COMP + bad + JJ:HD*bad + AP:COMP*JJ:HD + attach
1,7,they + PP:HD*they + NP:SBJ*PP:HD + S.2*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + will + MD:HD*will + S.3*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + last
1,4,AP:COMP.1*DGP:SPR*JJ:HD + tight + JJ:HD*tight + AP:COMP*DGP:SPR*JJ:HD + attach
1,11,TOP.1*UH*S + so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*VBP:HD*NP:SBJ + do + VBP:HD*do + S.2*ADVP:ADJ*VBP:HD*NP:SBJ + I + PP:HD*I + NP:SBJ*PP:HD + attach
1,11,no + UH*no + TOP.1*UH*NP*S + I + PP:HD*I + NP*PP:HD + TOP.2*UH*NP*S + I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*VP:COMP + am
1,4,next + JJ:HD*next + AP:ADJ*JJ:HD + NP:COMP.2*DTP:SPR*AP:ADJ*NP:HD + Thursday
1,10,VP:COMP.1*TO:HD*VP:COMP + stay + VB:HD*stay + VP:COMP.1*VB:HD*ADVP:ADJ + there + RB:HD*there + ADVP:ADJ*RB:HD + VP:COMP*VB:HD*ADVP:ADJ + VP:COMP*TO:HD*VP:COMP + VP:COMP*VB:HD*VP:COMP + attach
1,7,oh + UH*oh + TOP.1*UH*S + I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*VP:COMP + don't
1,6,twenty + CD*twenty + CNUM:HD.1*CD*CD + five + CD*five + CNUM:HD*CD*CD + NP:SPR*CNUM:HD_1
1,18,do + VBP:HD*do + S.1*VBP:HD*NP:SBJ*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.2*VBP:HD*NP:SBJ*VP:COMP + have + VB:HD*have + VP:COMP.1*VB:HD*NP:COMP + any + DT*any + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP:COMP.1*DTP:SPR*NN:HD + time + NN:HD*time + NP:COMP*DTP:SPR*NN:HD + attach
1,6,yeah + UH*yeah + TOP.1*UH*UH*S + yeah + UH*yeah + TOP.2*UH*UH*S + that
1,9,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*AP:ADJ*AP:ADJ*NNS:HD + last + JJ:HD*last + AP:ADJ*JJ:HD + NP.2*DTP:SPR*AP:ADJ*AP:ADJ*NNS:HD + two
1,4,PP.1*ADVP:ADJ*IN:HD*NP:COMP + after + IN:HD*after + PP.2*ADVP:ADJ*IN:HD*NP:COMP + one
1,6,NN*meeting + N:HD.1*NN*NN:HD + time + NN:HD*time + N:HD*NN*NN:HD + NP:COMP*N:HD + attach
1,7,it + PP:HD*it + NP:SBJ*PP:HD + S.1*NP:SBJ*VBZ:HD*VP:COMP + has + VBZ:HD*has + S.2*NP:SBJ*VBZ:HD*VP:COMP + been
1,7,is + VBZ:HD*is + S.1*VBZ:HD*NP:SBJ*NP:COMP + there + EX:HD*there + NP:SBJ*EX:HD + S.2*VBZ:HD*NP:SBJ*NP:COMP + one
1,4,also + RB:HD*also + ADVP:ADJ*RB:HD + S.3*MD:HD*NP:SBJ*ADVP:ADJ*VP:COMP + order
1,4,", + ,:PAR*, + PP:COMP.2*ADVP:ADJ*,:PAR*IN:PAR*IN:HD*NP:COMP + in + IN:PAR*in_1"
1,10,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + twelfth + JJ*twelfth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + NP:COMP*NP:HD*NP:COMP + attach
1,8,Wednesday + NP:HD*Wednesday + NP:ADJ*NP:HD + S.1*NP:ADJ*NP:SBJ*VBP:HD*AP:COMP*NP:ADJ + I + PP:HD*I + NP:SBJ*PP:HD + S.2*NP:ADJ*NP:SBJ*VBP:HD*AP:COMP*NP:ADJ + am
1,11,no + UH*no + TOP.1*UH*NP*S + I + PP:HD*I + NP*PP:HD + TOP.2*UH*NP*S + I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD + don't
1,7,meet + VB:HD*meet + VP:COMP.1*VB:HD*ADVP:ADJ + then + RB:HD*then + ADVP:ADJ*RB:HD + VP:COMP*VB:HD*ADVP:ADJ + attach
1,4,NP.1*NP:ADJ*NN:HD*NP:ADJ + hotel + NN:HD*hotel + NP.2*NP:ADJ*NN:HD*NP:ADJ + Hannover
1,5,fifteenth + JJ*fifteenth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + PP:ADJ*IN:HD*NP:COMP + attach
1,20,START.1 + let + VBP:HD*let + S.1*VBP:HD*NP:COMP*VP:COMP + us + PP:HD*us + NP:COMP*PP:HD + S.2*VBP:HD*NP:COMP*VP:COMP + plan + VB:HD*plan + VP:COMP.1*VB:HD*PP:ADJ + on + IN:HD*on + PP:ADJ.1*IN:HD*NP:COMP + that + DT*that + PR-DM:HD*DT + NP:COMP*PR-DM:HD + PP:ADJ*IN:HD*NP:COMP + VP:COMP*VB:HD*PP:ADJ + attach
1,10,can + MD:HD*can + S.1*MD:HD*NP:SBJ*VP:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S.2*MD:HD*NP:SBJ*VP:COMP + meet + VB:HD*meet + VP:COMP.1*VB:HD*ADVP:ADJ*NP:ADJ + again
1,7,you + PP:HD*you + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*NP:COMP + have + VBP:HD*have + S.2*NP:SBJ*VBP:HD*NP:COMP + anything
1,9,from + IN:HD*from + PP.1*IN:HD*NP:COMP + three + CD*three + CNUM:HD*CD + NP:COMP*CNUM:HD + PP*IN:HD*NP:COMP + PP:ADJ.1*PP*PP + on
1,9,AP:ADJ*JJ:HD + NP:ADJ.1*AP:ADJ*AP:ADJ*NN:HD + next + JJ:HD*next + AP:ADJ*JJ:HD + NP:ADJ.2*AP:ADJ*AP:ADJ*NN:HD + day + NN:HD*day + NP:ADJ*AP:ADJ*AP:ADJ*NN:HD + attach
1,7,plan + VB:HD*plan + VP:COMP.1*VB:HD*NP:COMP + our + PP$:HD*our + NP:SPR*PP$:HD + NP:COMP.1*NP:SPR*AP:ADJ*N:HD + next
1,4,your + PP$:HD*your + NP:SPR*PP$:HD + NP:SBJ.1*NP:SPR*NN:HD + conference
1,5,how + WRB*how + PR-WH:HD*WRB + ADVP*PR-WH:HD + TOP.1*ADVP*S + would
1,7,START.1 + we + PP:HD*we + NP:SBJ*PP:HD + S.1*NP:SBJ*MD:HD + can + MD:HD*can + attach
1,20,START.1 + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + fine + JJ:HD*fine + AP:COMP*JJ:HD + S.3*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + for + IN:HD*for + PP:ADJ.1*IN:HD*NP:COMP + me + PP:HD*me + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + attach
1,8,so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*NP:SBJ*VBP:HD*VP:COMP + I + PP:HD*I + NP:SBJ*PP:HD + S.2*ADVP:ADJ*NP:SBJ*VBP:HD*VP:COMP + don't
1,4,back + RB:HD*back + ADVP:COMP*RB:HD + VP:COMP*VB:HD*ADVP:COMP + attach
1,5,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBD:HD*AP:COMP*PP:COMP + sounded
1,8,"that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.3*ADVP:ADJ*ADVP:ADJ*NP:SBJ*VBZ:HD*,:PAR*NP:COMP + is + VBZ:HD*is + S.4*ADVP:ADJ*ADVP:ADJ*NP:SBJ*VBZ:HD*,:PAR*NP:COMP + ,"
1,22,what + WDT*what + DT-WH:HD*WDT + DTP:SPR*DT-WH:HD + NP:FLQ.1*DTP:SPR*NN:HD + time + NN:HD*time + NP:FLQ*DTP:SPR*NN:HD + S.1*NP:FLQ*MD:HD*NP:SBJ*VP:COMP + would + MD:HD*would + S.2*NP:FLQ*MD:HD*NP:SBJ*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.3*NP:FLQ*MD:HD*NP:SBJ*VP:COMP + like + VB:HD*like + VP:COMP.1*VB:HD*VP:COMP + to + TO:HD*to + VP:COMP.1*TO:HD*VP:COMP + leave
1,6,okay + UH*okay + TOP.1*UH*UH*S + okay + UH*okay + TOP.2*UH*UH*S + that
1,4,two + CD*two + CNUM:HD*CD*CD*CD*CD + NP:ADJ*CNUM:HD + NP:COMP*NP:ADJ*NNS:HD_1
1,5,another + DT*another + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP:COMP.1*DTP:SPR*NN:HD + month
1,18,is + VBZ:HD*is + S.1*VBZ:HD*NP:SBJ*NP:COMP + there + EX:HD*there + NP:SBJ*EX:HD + S.2*VBZ:HD*NP:SBJ*NP:COMP + any + DT*any + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP:COMP.1*DTP:SPR*AP:ADJ*NN:HD*S:ADJ + other + JJ:HD*other + AP:ADJ*JJ:HD + NP:COMP.2*DTP:SPR*AP:ADJ*NN:HD*S:ADJ + time + NN:HD*time + attach
1,4,nice + JJ:HD*nice + AP:ADJ*DGP:SPR*JJ:HD + NP:COMP.2*DTP:SPR*AP:ADJ*NN:HD*VP:ADJ + way
1,5,I + PP:HD*I + NP:SBJ*PP:HD + S.3*NP:FLQ*VBP:HD*NP:SBJ*VP:COMP + have + VB:HD*have_1
1,14,are + VBP:HD*are + S.1*VBP:HD*NP:SBJ*AP:COMP*PP:ADJ + you + PP:HD*you + NP:SBJ*PP:HD + S.2*VBP:HD*NP:SBJ*AP:COMP*PP:ADJ + available + JJ:HD*available + AP:COMP*JJ:HD + S.3*VBP:HD*NP:SBJ*AP:COMP*PP:ADJ + on + IN:HD*on + PP:ADJ.1*IN:HD*NP:COMP + those
1,7,early + JJ:HD*early + AP:ADJ*JJ:HD + NP.1*AP:ADJ*NN:HD*NP:ADJ + morning + NN:HD*morning + NP.2*AP:ADJ*NN:HD*NP:ADJ + the
1,7,we + PP:HD*we + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*ADVP:ADJ + do + VBP:HD*do + S.2*NP:SBJ*VBP:HD*ADVP:ADJ + indeed
1,10,"TOP.1*NP*NP + and + CC*and + CNJ*CC + NP.1*CNJ*NP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*,:PAR*NP:ADJ*NN:HD + ,"
1,6,twelve + CD:HD*twelve + AP:ADJ*CD:HD + NP.1*AP:ADJ*NNS:HD*VP:ADJ + hours + NNS:HD*hours + attach
1,7,okay + UH*okay + TOP.1*UH*AP*S + great + JJ:HD*great + AP*JJ:HD + TOP.2*UH*AP*S + thank
1,8,S.4*ADVP:FLQ*VBP:HD*NP:SBJ*AP:COMP*NP:ADJ + next + JJ:HD*next + AP:ADJ*JJ:HD + NP:ADJ.1*AP:ADJ*NN:HD + week + NN:HD*week + NP:ADJ*AP:ADJ*NN:HD + attach
1,5,TOP.1*S*S + you + PP:HD*you + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*NP:COMP + mean
1,4,NP.3*CNJ*NP*CNJ*NP + something + NN:HD*something + NP*NN:HD + attach
1,7,"NP.1*NP*,:PAR*NP:ADJ + , + ,:PAR*, + NP.2*NP*,:PAR*NP:ADJ + Hannover + NP*Hannover + NP:ADJ*NP + attach"
1,4,earliest + JJS:HD*earliest + AP:ADJ*JJS:HD + NP:COMP.2*DTP:SPR*AP:ADJ*CNUM:HD*AP:ADJ + one
1,11,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*NP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*NP:COMP + about + RB:HD*about + ADVP:ADJ*RB:HD + AP:ADJ*ADVP:ADJ*CD:HD_1
1,15,RP*back + S.3*NP:SBJ*VBP:HD*RP*PP:ADJ + on + IN:HD*on + PP:ADJ.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + third + JJ*third + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + PP:ADJ*IN:HD*NP:COMP + attach
1,12,what + WP*what + PR-WH:HD*WP + NP:FLQ*PR-WH:HD + S.1*NP:FLQ*MD:HD*NP:SBJ*VP:COMP + would + MD:HD*would + S.2*NP:FLQ*MD:HD*NP:SBJ*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.3*NP:FLQ*MD:HD*NP:SBJ*VP:COMP + guess
1,7,looks + VBZ:HD*looks + S.2*NP:SBJ*VBZ:HD*AP:ADJ + pretty + RB*pretty + DG:HD*RB + DGP:SPR*DG:HD + AP:ADJ*DGP:SPR*JJ:HD_1
1,5,NP.2*CNJ1*NP*CNJ2*NP + or + CC*or + CNJ2*CC + NP.3*CNJ1*NP*CNJ2*NP + Wednesday
1,4,VP.2*PP:ADJ*VBZ:HD*AP:COMP + fine + JJ:HD*fine + AP:COMP*JJ:HD + attach
1,4,a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:FLL*DTP:SPR*AP:ADJ*NN:HD*PP:COMP_1
1,19,"so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*,:PAR*ADVP:FLQ*MD:HD*NP:SBJ*VP:COMP + , + ,:PAR*, + S.2*ADVP:ADJ*,:PAR*ADVP:FLQ*MD:HD*NP:SBJ*VP:COMP + when + WRB*when + PR-WH:HD*WRB + ADVP:FLQ*PR-WH:HD + S.3*ADVP:ADJ*,:PAR*ADVP:FLQ*MD:HD*NP:SBJ*VP:COMP + should + MD:HD*should + S.4*ADVP:ADJ*,:PAR*ADVP:FLQ*MD:HD*NP:SBJ*VP:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S.5*ADVP:ADJ*,:PAR*ADVP:FLQ*MD:HD*NP:SBJ*VP:COMP + come"
1,13,can + MD:HD*can + S.1*MD:HD*NP:SBJ*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.2*MD:HD*NP:SBJ*VP:COMP + find + VB:HD*find + VP:COMP.1*VB:HD*NP:COMP + time + NN:HD*time + NP:COMP*NN:HD + attach
1,5,S:COMP.4*NP:SBJ*VBP:HD*NP:COMP*VP:ADJ*ADVP:ADJ + then + RB:HD*then + ADVP:ADJ*RB:HD + S:COMP*NP:SBJ*VBP:HD*NP:COMP*VP:ADJ*ADVP:ADJ + attach
1,11,so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S.2*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + could + MD:HD*could + S.3*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + go
1,10,how + WRB*how + SUGG.1*WRB*RB*NP:COMP + about + RB*about + SUGG.2*WRB*RB*NP:COMP + your + PP$:HD*your + NP:SPR*PP$:HD + NP:COMP.1*NP:SPR*NN:HD + schedule
1,4,your + PP$:HD*your + NP:SPR*PP$:HD + NP:COMP.1*NP:SPR*NN:HD + meeting
1,8,you + PP:HD*you + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD + do + VBP:HD*do + S*NP:SBJ*VBP:HD + TOP.1*S*UH + okay
1,8,"NP:COMP*DTP:SPR*NN:HD + S.3*NP:SBJ*VBP:HD*NP:COMP*,:PAR*ADVP:ADJ + , + ,:PAR*, + S.4*NP:SBJ*VBP:HD*NP:COMP*,:PAR*ADVP:ADJ + actually + RB:HD*actually + ADVP:ADJ*RB:HD + attach"
1,8,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + sounds + VBZ:HD*sounds + S.2*NP:SBJ*VBZ:HD*AP:COMP + tight
1,5,NP.1*NP*CNJ*NP + or + CC*or + CNJ*CC + NP.2*NP*CNJ*NP + two
1,12,AP.1*DTP:SPR*JJR:HD*AP:ADJ + earlier + JJR:HD*earlier + AP.2*DTP:SPR*JJR:HD*AP:ADJ + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + AP:ADJ.1*DTP:SPR*JJR:HD + better + JJR:HD*better + AP:ADJ*DTP:SPR*JJR:HD + attach
